,호텔이름,평점,후기
36,소노캄 여수(구 엠블호텔 여수),8.0,첫배정룸 룸 히터 가 원할하지않아 호텔에서 룸교체해 줌^^
37,소노캄 여수(구 엠블호텔 여수),10.0,여기는 여수에서 제일 좋은 호텔입니다 가격이 비싼데 갈만합니다 여기서 오동도를 보면서 잤습니다 근데 겨울이라 오쇼 못본건 슬픕니다
38,소노캄 여수(구 엠블호텔 여수),10.0,쾌적했습니다
39,소노캄 여수(구 엠블호텔 여수),10.0,해외에 와 있는 느낌을 받을정도로 만족스러웠어요
40,소노캄 여수(구 엠블호텔 여수),10.0,편안히 잘 쉬다 왔습니다. 가족단위로 잘 이용했어요
41,소노캄 여수(구 엠블호텔 여수),8.0,나쁘지않아요
42,소노캄 여수(구 엠블호텔 여수),8.0,"우한폐렴으로 모두 마스크를 써서 얼굴 표정은 모르지만, 모두 친철하게 웃었던것 같습니다. 특히 프론트나 충전기 무료 대여 서비스 좋았습니다. 룸은 좀 어두운 상황이라 모던한것을 바라고 갔다 좀 당황. 불편한점은 호텔내 기타 시설이 하나도 없다는것. 편의점도 길 건너 마트에 가야 하고 가볍게 마실수 있는 바도 없고 심지어 호프도 없는듯... 그래도 뷰만큼은 최고입니다."
43,소노캄 여수(구 엠블호텔 여수),8.0,바다뷰가 정말 좋으나.. 출항하는 배소리가 생각보다 잘들려서 조금 시끄러웠네요 전반적으론 만족합니다. 아침 뷔페도 맛있었습니다. 여수에서 먹은 식사중에 호텔 아침 뷔페가 제일 괜찮았습니다. ㅎㅎㅎ
44,소노캄 여수(구 엠블호텔 여수),8.0,객실은 올드했어요. 가족룸이었고 온도조절장치 조작을 잘 못해서그런가 첫날 밤엔 좀 추웠고요. 조식은 괜찮았고요. 가성비는 별로지만 엄마 모시고 다른데는 가고싶지 않아서...평점은 다른 후기처럼 최고 막 이건 아니예요 저한텐 ㅠㅠ...80점?
45,소노캄 여수(구 엠블호텔 여수),10.0,Very good !!!
46,소노캄 여수(구 엠블호텔 여수),8.0,체크인 시각을 정확히 지키는 호텔인것에는 좋지만 안내문자를 주었더라면 대기를 하고있는 숙박자에 대한 배려가 되지 않을까를 생각해 보았습니다. 우한 폐렴으로 모든 호텔직원들은 마스크를 쓰고 행동하는 면에는 칭찬을 해 줍니다만 체크인을 하는 직원들은 그렇게 친절하다는 느낌은 별로 느끼지를 못했네요. 전망도 좋고 객실은 정말 청결하였습니다. 2일간 잘 쉬고 왔습니다.
47,소노캄 여수(구 엠블호텔 여수),10.0,편안하게 잘 지내다가 왔어요 잠도 잘와서 좋았어요 직원분들도 친절 하세요
48,소노캄 여수(구 엠블호텔 여수),10.0,오동도랑 가깝고 숙소가 넘 쾌적하고 좋아요 직원분들도 친절하심
49,소노캄 여수(구 엠블호텔 여수),10.0,"오동도가 가까이 있어 좋았고, 직원이 정말 친절하게 설명도 해주고 택시에서 내릴때 문도 열어주고 좋았습니다."
50,유탑 마리나 호텔 & 리조트,2.0,"This is the worst five-star hotel I've ever been to. The elevator is slow and stupid, so push it from the top to move all the elevators. At least it takes 10 minutes to get on the elevator. The room is so bad that you doubt if this is a five-star class, and there is no bathtub in the bathroom. The swimming pool is very small and dirty but you have to pay a separate admission fee. I really screwed up with staying this hotel for vacation. and never come back and never recommend it to others"
51,유탑 마리나 호텔 & 리조트,10.0,모처럼 여행이라 숙소를 어디로 할지 고민이 많았습니다. 일단 호캉스로 쉬기보단 돌아다니는 것도 있고 해서 유탑마리나로 했습니다. 일단 다니기 좋습니다. 오동도도 가깝고 낭만포차도 가깝고 이순신광장도 가깝고... 이동하기 좋습니다. 청소상태도 깨끗했고... 전반적으로 모두 만족했습니다. 아쉬운 점은 수영장 음악소리가 조금 들립니다. 참고로 전 10층에 머물렀습니다. 주차장이 아주 살짝 부족한 느낌. 방음도 나름 잘 되었고.. 추천해 드립니다.
52,유탑 마리나 호텔 & 리조트,8.0,"가족 여행 숙소로 최고에요! 전객실 오션뷰이구여, 아쿠아리움, 자산공원, 해양공원등 가깝고 여수 역이랑도 가까워서 매우 편리하네요"
53,유탑 마리나 호텔 & 리조트,10.0,"오션뷰 좋았구요,,사람이 많아서 수영장 이용을 못하고 온게. 아쉬워요ㅠㅠ 담에 갈때 또 이용 하고 싶어요^^"
54,유탑 마리나 호텔 & 리조트,6.0,청결하고 위치좋지만 가격대비 가성비가 조금떨어짐
55,유탑 마리나 호텔 & 리조트,8.0,깨끗하고 서비스 좋았습니다
56,유탑 마리나 호텔 & 리조트,6.0,"깨끗하긴하나 엘리베이터 사용 어려워요. 수영장 물 사람이 많아서 그런지 더러워요. 뷰는 좋고, 서비스는 그닥 좋은줄 모르겠네요. 화장실에 러그가 없어서 바닥 물 묻으면 마니 미끄러움. 조심해야되요.."
57,유탑 마리나 호텔 & 리조트,8.0,장점. 위치와 조식도 좋고 수영장도 좋음 단점. 엘리베이터가 느리고 작음. 수영장에서 밤늦게까지 파트해서 약간 시끄러움.
58,유탑 마리나 호텔 & 리조트,10.0,"객실이 깔끔하고 좋았어요. 다만 객실 복도에 에어컨이 안나오고, 저녁에 풀파티 소리가 많이 나긴해요. 다른 분들에 많이 말씀하시는 엘리베이터는 이용하는데 불편함은 없었네요^^ 직원분들도 매우 친절하고 만족스러웠습니다."
59,유탑 마리나 호텔 & 리조트,8.0,체크인 대기시간과 엘레베이터 대기시간 문제는 심각해보입니다. 수영장은 너무 많은 사람이 모여서 불안해보였습니다. 그러나 전반적으로 시설은 청결했으며 수영장시설도 좋았습니다. 주변 관광지 접근성도 매우 좋았습니다.
60,유탑 마리나 호텔 & 리조트,10.0,숙소 너무깨끗 했어요. 바닥을...얼마나 깨끗이 닦으셨으면ㅜ 임산부 양말신고있었는데 미끄러져서 무릎이..ㅜㅜㅜㅜㅋㅋㅋ 여튼 숙소 진짜깨끗 여수관광지 접근성 최고 였습니다ㅋ 덤으로 오션뷰 최고였습니다. 그리고 수영장 너무좋아요.
61,유탑 마리나 호텔 & 리조트,4.0,일단 방에 테이블이 없어서 놀랐고 1층 로비는 너무 더워요 시설자체는 좋은데 서비스나 관리가 미흡한 느낌이에요
62,유탑 마리나 호텔 & 리조트,6.0,위치는 관광지가 가까이 있어 전반적으로 만족했습니다 청결도도 깔끔한 편이구요 다만 아쉬운점이 있다면 숙소고객인데 물품은 무료로 보관해주시면 좋았을텐데..
63,유탑 마리나 호텔 & 리조트,6.0,"뷰는 최고였으나 , 객실 대비 엘리베이터가 부족하여 많이 불편, 위급한 상황이 생겼을 시 전혀 대응 안될 수준 ㅠ , 편의 시설과 실내 수영장이 있어서 편리함 ^^"
64,유탑 마리나 호텔 & 리조트,6.0,For the price of the hotel the room conditions were not that great. There was a lot of dust under the beds and the towels were dirty. You also have to pay extra to use the swimming pool.
65,유탑 마리나 호텔 & 리조트,8.0,체크인시간이 오래걸려서 3시체크인이라도 일찍가시는것이 좋아요. 제일 불편한점은 엘리베이터를 많이 기다려야한점. 수영장이용은 물은 깨끗한것 같지 않아도 정말 재밌는 시간보낼수 있었어요 아쿠아플라넷입장권 2만원이라 호텔서 샀는데...판타지 아쿠아 제외였어요 로비에서 문의했을땐 5D만제외라고 했는데! 전망이 정말 좋아요! 야외테이블도~~갠전으론 베게가 너무높아서 힘들었어요~
66,유탑 마리나 호텔 & 리조트,2.0,사람 많은데 엘리베이터는 몇개 업고 더운데 복도에는 에어컨도 안틀고 매우 별로 입니다.
67,유탑 마리나 호텔 & 리조트,10.0,극성수기에 가서 그런지 체크인 시간만1시간 입실했는데 청소일부 안되어있고 짐풀고 옷갈아입고있는데 청소직원 그냥 문열고 들어옴 그외는 다 좋았습니다.
68,유탑 마리나 호텔 & 리조트,10.0,작년에 이어 이번에두 휴가는 여수유탑으로 왔습니다~! 뷰가 진짜 좋구요 그담에 직원분들이 정말친절해요!
69,유탑 마리나 호텔 & 리조트,8.0,수영장을 비용따로 받아서 아쉽긴했지만 아이가 좋아해서 만족스러웠어요~ 근데 게임장도 있다그랬는데 내려가보니 없더라구요.. 그게 좀 아쉽긴했어요~ 아기랑 가볼만한곳이 다 근처에 있어서 좋았어요! 키즈카페도 좋긴했으나 비용 따로내고 가야하구 ㅠㅠ 근데 치킨은 너무맛있었어요~! 강추강추!!!
70,유탑 마리나 호텔 & 리조트,8.0,침대는 너무 안락해서 꿀잠을 잤어요..근데 화장실에 제대로 청소하지 않았는지 체크인하고 들어갔는데 화장실에서 찌린내가 났어요...화장실 입구에 문있었던 흔적 있는데 문을 왜 떼어버렸는지...누가 화장실 사용하면 세면대나 샤워실은 사용못하겠더라구요...그외 체크인시 웰컴드링크나 문자로 대기 안내 등은 괜찮았는데...누구나 말하듯이 엘리베이터는 정말 한번타려면 도를 닦아야 함~그외 침구는 만족~
71,유탑 마리나 호텔 & 리조트,10.0,
72,유탑 마리나 호텔 & 리조트,10.0,"아쿠아플라넷 바로 옆이라 위치 좋아요. 침대 침구 컨디션 좋구요. 1층에 편의점, 카페 모두 있어 편리하고 3층 펍도 음식 맛있고 사진 찍기 좋아요. 세탁기가 있어서 가족 단위 고객에게 편리해요. 1층 편의점에서 1회분 세제도 판매해요. 조망도 좋아요. 단 4인실은 빅오쇼가 안 보이는 위치랍니다. 우리는 조식 대신 1층 카페에서 프레첼 먹었는데 맛있어서 아주 대만족했어요."
73,유탑 마리나 호텔 & 리조트,10.0,만족합니다. 여름 성수기 프리미엄킹 룸 2박 3일 숙박했습니다. 처음엔 에어콘이 약한가 싶었는데 기다리면 괜찮았고. 엘베도 느린가 싶었는데 이제 고층부 2대 추가되서 생각보단 답답하지 않아요. 주차 쉽고 시내랑 가까워서 좋아요. 수영장도 좋았어요(저녁차임 추천). 단점이라면...뷰 가 베니치아 호텔 뷰라는거? ㅋㅋ 어디서도 베네치아 호텔이 너무 잘 보임 ㅋㅋㅋㅋㅋ 여수에서 제일 많이 본게 베네치아 호텔인듯ㅠ 그리고 발코니/테라스 말고 침대 왼쪽 엑스포 뷰 쪽은 창문이 더러워서 창문 먼지에 뷰가 좀 가린게 아쉬웠습니다.. 프리미엄 킹룸은 그래도 추천입니다. 일반 룸 보다는요 !
74,유탑 마리나 호텔 & 리조트,10.0,숙소 청결하고 좋네요 수영장 이용료만 제외하면 최고에 숙소 입니다. 처음 여수 및 남해 여행 잘쉬고 잘먹고 |~
75,유탑 마리나 호텔 & 리조트,2.0,"호텔 규모에 비하여 로비와 편의시설이 좁아 복잡하고, 주변부터 호텔까지 차량 진입로가 불편해요. 에어컨에서 침대로 물이 떨어져서 축축했어요"
76,유탑 마리나 호텔 & 리조트,6.0,"이번 성수기에 가족여행으로 다녀왔습니다. 대체적으로 괜찮았으나, 가장 큰문제는 엘리베이터였습니다. 엘리베이터가 너무 느리고, 짝수 홀수로 운영되고 있지 않아서 엘리벵터 이용하기가 너무 힘들었습니다. 저희는 3박을 했는데, 3일째날에는 룸 청소가 제대로 이뤄지지도 않았습니다. 청소는 했다고 하는데 사용한 슬리퍼는 치웠는데, 새로운 슬리퍼를 비치하지 않았고, 사용한 샤워가운은 교체도 안해주셨습니다. 성수기인걸 감안하더라도 지불한 비용에 비해 서비스는 완전히 기대이하였습니다."
77,유탑 마리나 호텔 & 리조트,10.0,께끗하고 청결하고 직원분들도 친절하세요 매우 만족합니다. 다음번에도 꼭 이용할거 같습니다.
78,유탑 마리나 호텔 & 리조트,8.0,"극 성수기라 이용객이 많아 체크인 하는 데만 1시간 걸렸고 엘레베이터를 오래 기다리고 탄 후에도 층층이 서는 바람에 왔다갔다 하기 불편했습니다. 하지만 룸은 깨끗하고 입지가 좋아 여행하기 편리했고, 세탁기가 있어서 이틀 동안 편리하게 사용했습니다. 다음에도 이용할 의사가 있습니다~"
79,유탑 마리나 호텔 & 리조트,4.0,만실이란 이유로 모든 feedback이 느림. 청소를 오후 6시에 해주고 그때까지 수건 교환이 안됨에 따라 불편함. 밤까지 수영장의 음악을 크게 틀어나 시끄러움
80,유탑 마리나 호텔 & 리조트,10.0,가성비 최고인 호텔입니다
81,유탑 마리나 호텔 & 리조트,8.0,깨끗하고 좋았는데.. 아마 코로나때문에 창문을 열어둬서그런것같은데 승강기 복도가 너무 더웠고. 승강기속도가 느렸어요.
82,유탑 마리나 호텔 & 리조트,8.0,전체적으로만족 방은 상당히 깨끗함 3층 풀장계단 이끼가 많음 첫날 수건칫솔 없어서달라고했는데 바로가져다주심 룸으로수건유아욕조 칫솔가져다 주신직원분 개친절함 키즈카페도 있어서 물놀이 키카다녀오면 아기들은 이미 떡실신됨 아주 좋아요
83,유탑 마리나 호텔 & 리조트,8.0,수영장이 너무비싸요; 칵테일도 1만원내고 무한으로 먹었는데시간이너무빨리끝나서 1잔먹었음;; 게다가 라운지랑 수영장이랑 마감시간이 비슷해서 결국 라운지는 못갔습니다. 그리고 엘리베이터가 정말 사람이 너무 흘러넘치는데 망가져있어서 진짜 이용하는데 불편했어요.... 뭔가를 부탁해도 객실사람이너무많아서 바로바로 대응해주지않아 좀 기다리느라;;불편했네요.그외 조식음식이나 청결/이용시설등은 너무 좋았습니다. 여유롭게 잘놀다갑니다~ 또갈생각있어요^^!!
84,유탑 마리나 호텔 & 리조트,10.0,"생긴지 얼마 안된 호텔이라 시설이 깨끗하고 프론트 직원분들이 넘 친절하셨어요! 박재욱팀장님, 최윤태팀장님 얼굴도 잘생기셨는데 친절하시기까지 하니 넘감동이었고 친구들과 행복한 휴가 보내고 왔어요~~ 낭만포차와도 가까워서 위치적으로도 넘좋고 여수여행 가면 무조건 여기서만 숙박할거에요 최고!!!"
85,유탑 마리나 호텔 & 리조트,10.0,깨끗하고 편리하다. 주변 외부 상가나 관광지 이용이 편리했다. 다만 안개 때문에 오션뷰를 보지 못함이 아쉬웠다.
86,유탑 마리나 호텔 & 리조트,8.0,풀사이드의 야간 개장으로 소음이 상당했습니다. 수압도 약하고 중간층에 숙박했던 저는 엘레베이터를 타기가 어려웠습니다. 특히 조식 시간과 퇴실 시간에는 한번에 타기가 어려웠습니다. 더해서 호텔 수영장 이용에 비용을 부과하는 것은 매우 아쉬웠습니다.
87,유탑 마리나 호텔 & 리조트,10.0,시설이 너무 좋았어요!!!!!
88,유탑 마리나 호텔 & 리조트,4.0,"숙소 위치, 시설물 깨끗하고 만족스럽습니다. 인덕션이 있지만 사용금지이고 청소상태, 시설물상태 다 좋습니다. 불만족스러운 것은 3층의 풀장에서 저녁마다 진행되는 디제잉소리가 시끄럽습니다. 저녁에 나가지 않을 경우 풀장 위쪽의 객실은 소음을 피할 수 없습니다. 제일 큰 불편함은 엘레베이터가 4개를 이용할 수 있음에도 23개층의 손님들로 보통 5분~10분을 기다리는 것은 다반사입니다. 체크아웃 할 때는 20층에서 뛰어 내려오는 것이 더 빠릅니다."
89,유탑 마리나 호텔 & 리조트,10.0,침대가 너무 좋아서 빨리 잠듦 너무 푹신푹신 사고싶음ㅠㅠ 뷰도 너무 좋았음ㅠㅠㅠㅠ
90,유탑 마리나 호텔 & 리조트,10.0,모든면에서 만족했습니다. 다음에 여수 방문할 기회가 된다면 다시 이용할려고 합니다.
91,유탑 마리나 호텔 & 리조트,8.0,수영장 물이 따뜻한데 수질 관리는 조금 의문이긴 하더라구요 그외에는 모두 안락하고 깨끗하고 좋았습니다 문제는 엘리베이터... 한번 타려면 엄청 오래 기다려야 하는것 때문에... 이부분만 수정되면 좋을 것 같아요 짝수층 홀수층 운영을 한다든지 뭐 그런식으로....
92,유탑 마리나 호텔 & 리조트,10.0,시설도 깨끗하고 뷰도 좋았습니다 가격이 조금비쌋지만 나중에 또이용할꺼에요
93,유탑 마리나 호텔 & 리조트,4.0,"호텔 건물은 새로 지어서 깨끗합니다. 하지만 4성급 호텔론 부족합니다. 직원들에게 아직 호텔 서비스 정신이 부족한 듯 합니다. 카운터 직원은 표정은 웃지만 말투는 건방지고, 방청소는 바쁘다는 이유로 해주지 않지만, 지하 2층 여자 휴게실만 들락거리고.. 체크인은 번호표 뽑고 30분대기시키고... 뭔가 부족한 호텔..."
94,유탑 마리나 호텔 & 리조트,8.0,숙소는 깨끗 프리미엄 객실이었는데 한쪽이 공사장이라 뭐하러 그 돈 주고 했나 싶은 생각은 살짝 들었음 그래도 전반적으로 넓고 깔끔해서 괜찮았음. 5층 객실이었는데 3층 수영장이 꽤 늦게까지 해서 시끄러웠음. 조식은 하루만 먹었는데 괜찮았고 열 체크 하고 음식 뜰 때 꼭 마스크 쓰라고 하는 것도 좋았음. 체크인 때 사람이 진짜 어마어마하게 몰려서 조금 노답이었지만 그건 뭐.. 인기가 많아서 어쩔 수 없었던 부분이고 대기표까지 있어서 오히려 준비는 철저히 잘 된 느낌. 전반적으로 나쁘지 않은 호텔이나 가성비가 뛰어난 건 모르겠음. 가장 불편했던건 침대에 누웠을 때 머리 바로 위에 에어컨이 있는데 거기 초록색 불빛이 나와서 잘 때 겁나게 신경쓰임. 암막커튼을 치면 뭐하나 싶게 그 불빛이 계속 거슬리는 부분이 있어서 처리를 해야하지 않나 싶음
95,유탑 마리나 호텔 & 리조트,10.0,정말 깨끗하고 숙소 크기도 아늑하니 딱 좋았어요 화장실도 청결합니다. 근데 호텔 안에 펍과 식당이 좀 작아서 사람이 붐빌땐 호텔 안에서 해결하기 힘드실거에요.
96,유탑 마리나 호텔 & 리조트,10.0,너무 깨끗하고 주위에 갈곳도 많고 좋았습니다. 다시한번 꼭 가고 싶은곳 입니다.너무친절하셔서 기억에남습니다.
97,유탑 마리나 호텔 & 리조트,8.0,체크인 시간이 쫌 오래 걸리긴함.(약 30분이상) 수영장은.. 뭐 나름 괜찮은데 가격대비 비쌈. 서비스나 청결상태는 좋았음.
98,유탑 마리나 호텔 & 리조트,10.0,"체크인부터 카톡으로 대기번호 등록하는것이신선했고 서비스,청결등 다 만족 스러웠습니다. 침대가 퀸사이즈가 아니라 둘이 자기 좀 작다는 느낌은 있으나 모두 만족한 숙박이였습니다"
99,유탑 마리나 호텔 & 리조트,6.0,"4인 숙소였는데 수건이나 가운, 슬리퍼 등이 조금 부족했습니다. 체크인이 2시부터 선착순으로 신청을 하고 3시부터 입실을 도와주시는데, 많이 번잡함이 있었고 기다리는데 시간이 오래 걸렸습니다. 21층의 높고 좋은 컨디션의 방을 받아서 감사했으나 오고가는 엘레베이터가 층별로 결국 한개밖에 이용할 수 있어서 기다리는데 시간이 오래걸리고 불편했습니다."
100,설렘 펜션,10.0,
101,설렘 펜션,10.0,경치가 너무 좋았습니다~
102,설렘 펜션,10.0,너무너무 청결하고 친절하고 좋았어요
103,설렘 펜션,6.0,솔직한 후기이며 악감정도 없음. 바베큐장과 방이 매우 가까워서 술먹고 노래부르고 소리지르는 소리가 밤 늦게까지 방으로 다 들어와서 잠들기가 힘들다. 둘째 날은 앞마당 데크가 소란스러웠다. 밤 11시가 되어 관리자에게 전화했다니 다행히 조용해졌으나 만약 여행객이 진상이었다면 혈압 좀 올렸을 듯하다. 조용히 지내고 싶다면 비추천한다. 대체적으로 숙소는 깨끗하고 사진과 다르지 않다. 뷰도 나쁘지 않다.
104,설렘 펜션,10.0,깔끔하고 좋았어요
105,설렘 펜션,8.0,전체적으로 괜찮았어요 주인장님들친절하시고 펜션도 이쁘고 바다가보이니 풍경도좋구요 날씨가 좀 쌀쌀하고 창문이 커서그런지 외풍이 좀 있었고 시계가 멈춰있어서 안타까웠어요
106,설렘 펜션,10.0,사장님이 참 친절하시고 전반적으로 관리가 잘 되어 있습니다.
107,설렘 펜션,6.0,겨울에는 외풍이 좀 있어요 가게로 바로 가까이에는 없어서 음식은 미리 준비하셔야 되요
108,설렘 펜션,8.0,가족 여행으로 급하게 숙소 잡았는데 만족 합니다. 근교에 놀이 동산이 있어 좋았습니다.
109,설렘 펜션,8.0,전체적으로 깨끗했고 따뜻해서 편하게 쉬다 왔네요
110,설렘 펜션,8.0,"여수 바다를 만끽할 수 있는 전망 좋른 장소에 위치하고 있으며, 최신건물로 깨끗하고 복층으로 구성되어 아기자기 한 곳..주닌도 침정한 편이나 위치 대비 가격은 비싼 편..외진 곳으로 식당, 수퍼 등 편의시설을 이용하려먄 시내로 이동해야 함.."
111,설렘 펜션,10.0,"여수 펜션단지에 있던 펜션중에 가장 굳!!!! 침실과 거실이 복층으로 나누어져 있어서 너무 좋앗어요. 신랑과 둘이 수산시장에서 회도 사다먹구 했는데, 거실이 다로있어서 티비도 보면서 둘이 꽁냥꽁냥 할수잇더라구요.// 거기다 뷰는 진짜 최고!!!!추운날씨라 밖에 많이 못돌아다녀 아쉬웠는데, 통창으로 보이는 뷰가 너무 좋아 밖에 나갈필요가 없더라구요^^ 거기다근처에서 낚시두 가능했어용 ㅋㅋ"
112,설렘 펜션,6.0,주인분은 친절하시고 대체적으로 깔끔합니다.. 대신 외풍이 심해 겨울이라 추윘습니다. 전기도 어떤곳은 콘센트가 작동하지 않아 다소 불편했습니다.
